source	target	weight	resources	references	sign_decision
ESR1	CCND1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10500157;CollecTRI:11358796;CollecTRI:11410592;CollecTRI:11477579;CollecTRI:11844790;CollecTRI:11986316;CollecTRI:12554765;CollecTRI:12808053;CollecTRI:12929585;CollecTRI:14764652;CollecTRI:15026472;CollecTRI:15178330;CollecTRI:15217513;CollecTRI:15282324;CollecTRI:15496458;CollecTRI:15808510;CollecTRI:16809759;CollecTRI:16860316;CollecTRI:16980581;CollecTRI:17166846;CollecTRI:17681750;CollecTRI:17914104;CollecTRI:17998543;CollecTRI:18245487;CollecTRI:18414489;CollecTRI:18997820;CollecTRI:19858209;CollecTRI:20821348;CollecTRI:21505052;CollecTRI:22266855;CollecTRI:22396492;CollecTRI:22521644;CollecTRI:22892083;CollecTRI:22948256;CollecTRI:23108396;CollecTRI:23864650;CollecTRI:23891847;CollecTRI:9832502	PMID
PBX1	PREB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10500199	regulon
TCF3	PREB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10500199;CollecTRI:11994467	default activation
PBX1	WNT16	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10500199	regulon
TCF3	WNT16	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10500199	default activation
MYC	ACHE	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10500217;CollecTRI:18413597	default activation
MYC	KAT2B	1.0	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI	CollecTRI:10500217;CollecTRI:11983916	PMID
SP4	SP4	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10501656;CollecTRI:24219545;CollecTRI:7607696	default activation
SP1	ITGAV	1.0	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10504395;CollecTRI:12136940;CollecTRI:23319049;CollecTRI:23345412	default activation
SP3	ITGAV	1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10504395;CollecTRI:12136940	default activation
NR0B1	ABCD2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10504404	default activation
NR0B1	ABCD3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10504404	default activation
E2F1	CCNE1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10504464;CollecTRI:1059478;CollecTRI:10594784;CollecTRI:11526499;CollecTRI:12565705;CollecTRI:14618416;CollecTRI:17471231;CollecTRI:19564413;CollecTRI:20220142;CollecTRI:20410059;CollecTRI:21454377;CollecTRI:21653699;CollecTRI:22185819;CollecTRI:23518498;CollecTRI:23543735;CollecTRI:24335704;CollecTRI:7623816;CollecTRI:8618861;CollecTRI:8649818;CollecTRI:8668155	PMID
E2F1	CCND1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10504464;CollecTRI:10594784;CollecTRI:17998543;CollecTRI:19876926;CollecTRI:20220142;CollecTRI:20655656;CollecTRI:22768064;CollecTRI:23078099;CollecTRI:23543735;CollecTRI:7929342;CollecTRI:8137237;CollecTRI:8618861;CollecTRI:9584162	PMID
TP53	YY1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10787423	default activation
YY1	TP53	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:10505791;CollecTRI:10634504;CollecTRI:10787423;CollecTRI:18391986;CollecTRI:8816507	PMID
IRF1	CIITA	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10202014;CollecTRI:10505975;CollecTRI:10557076;CollecTRI:10956389;CollecTRI:11464288;CollecTRI:11675374;CollecTRI:11981818;CollecTRI:12052885;CollecTRI:12493643;CollecTRI:14530341;CollecTRI:17346795;CollecTRI:17395590;CollecTRI:9916712	PMID
CIITA	IRF1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12052885;CollecTRI:15950283	regulon
CDX2	GCG	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10506141;CollecTRI:11773447;CollecTRI:14765989;CollecTRI:16574312;CollecTRI:17263687;CollecTRI:17901057;CollecTRI:9933606	PMID
POU3F4	GCG	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506141;CollecTRI:11834725;CollecTRI:17901057;CollecTRI:21824252	PMID
SP1	MMP2	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506168;CollecTRI:15317818;CollecTRI:16453304;CollecTRI:16575904;CollecTRI:17258390;CollecTRI:19061309;CollecTRI:19126647;CollecTRI:19853299;CollecTRI:21045016;CollecTRI:21469139;CollecTRI:21520171	PMID
SP3	MMP2	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506168;CollecTRI:15317818	default activation
TFAP2A	MMP2	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506168;CollecTRI:10589685;CollecTRI:11739124;CollecTRI:11773059;CollecTRI:15317818;CollecTRI:17666398;CollecTRI:18980971;CollecTRI:19853299;CollecTRI:19939245;CollecTRI:20145123	default activation
CEBPG	MMP2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506168;CollecTRI:19939245	default activation
ETV4	MMP2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506168;CollecTRI:15317818;CollecTRI:17258390	PMID
ELF3	FOLH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506207	default activation
ELF5	FOLH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506207	default activation
ELF3	KLK3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506207	default activation
ELF5	KLK3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506207	default activation
ATF2	CDKN1A	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506225;CollecTRI:23800081	PMID
JUNB	CDKN1A	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506225	PMID
JUND	CDKN1A	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10506225;CollecTRI:12198703	PMID
JUN	PDGFB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10506481;CollecTRI:9488709	default activation
MYC	CCND2	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10508165;CollecTRI:10956386;CollecTRI:11060032;CollecTRI:11264343;CollecTRI:11511535;CollecTRI:14519204;CollecTRI:14660677;CollecTRI:15988028;CollecTRI:20857481;CollecTRI:21790895;CollecTRI:7526316;CollecTRI:9339900	PMID
MAX	CCND2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10508165;CollecTRI:11511535	default activation
MYC	MAX	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10508165;CollecTRI:1406956;CollecTRI:15665468;CollecTRI:17341548;CollecTRI:22384171;CollecTRI:8385351;CollecTRI:8521822;CollecTRI:8649388	default activation
MAX	MYC	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:7700652;CollecTRI:9797456	PMID
MYC	MXD1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10508165;CollecTRI:8224841;CollecTRI:8649388	default activation
TCF12	CD4	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10508188;CollecTRI:15189737;CollecTRI:8355705	PMID
ZEB1	CD4	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10508188	PMID
EGR1	FAS	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10508276;CollecTRI:12556466;CollecTRI:14751836;CollecTRI:15155664;CollecTRI:9300687	PMID
EGR3	FASLG	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10508276;CollecTRI:10556800;CollecTRI:10755616;CollecTRI:11254710;CollecTRI:11397794;CollecTRI:11745351;CollecTRI:11909874;CollecTRI:15173177;CollecTRI:9632757;CollecTRI:9915863	PMID
FLI1	TGFBR2	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:10508522;CollecTRI:10749119;CollecTRI:14534527	default activation
EWSR1	TGFBR2	-1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10508522;CollecTRI:10749119;CollecTRI:14534527	PMID
CEBPB	S100A8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10510303;CollecTRI:22728165	default activation
CEBPG	S100A8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10510303	default activation
SP1	BAX	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10510469;CollecTRI:11278953;CollecTRI:11748232	default activation
ETS1	DDIT3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10510472	regulon
FLI1	DDIT3	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10510472	default activation
TP53	ETS1	-1.0	CollecTRI;GEREDB_CollecTRI	CollecTRI:14586398	PMID
ETS1	TP53	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10510472;CollecTRI:12145208;CollecTRI:19022222;CollecTRI:8649821	PMID
ETS2	TP53	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10510472;CollecTRI:8649821	PMID
DDIT3	GADD45A	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10510472;CollecTRI:10912181	default activation
SP1	POU5F1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10512200;CollecTRI:16149048;CollecTRI:8289783	PMID
STAT5A	FOS	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10512880;CollecTRI:9885561	PMID
EGR1	NAB2	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10514413;CollecTRI:16260776;CollecTRI:17631285;CollecTRI:17967787;CollecTRI:19374880;CollecTRI:19888474;CollecTRI:20506119;CollecTRI:20690147;CollecTRI:21559360;CollecTRI:8668170;CollecTRI:9774344	PMID
NAB2	EGR1	-1.0	CollecTRI;SIGNOR_CollecTRI	CollecTRI:20506119	PMID
TP53	CDK1	-1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10514438;CollecTRI:10825186;CollecTRI:11032828;CollecTRI:11313928;CollecTRI:11593387;CollecTRI:12874009;CollecTRI:12889596;CollecTRI:16807237;CollecTRI:17942917;CollecTRI:19067706;CollecTRI:19472317;CollecTRI:19861536;CollecTRI:20395210;CollecTRI:8270002;CollecTRI:9275177	PMID
TP53	STMN1	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:10514438;CollecTRI:11072234;CollecTRI:16909102;CollecTRI:19786090;CollecTRI:23584479;CollecTRI:23610071;CollecTRI:7823921;CollecTRI:9649502	PMID
NR1H4	FABP6	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10334992;CollecTRI:10514450;CollecTRI:10753890;CollecTRI:12479580;CollecTRI:15935148	PMID
TP53	CDKN1B	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:10516009;CollecTRI:14984207;CollecTRI:15145945;CollecTRI:15988033;CollecTRI:19235838;CollecTRI:19427386;CollecTRI:21478095	PMID
NR1I3	SGIP1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10516715	default activation
TP53	SGIP1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10516715	default activation
NR3C1	CRH	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10517666;CollecTRI:15112058;CollecTRI:18006628;CollecTRI:22039522;CollecTRI:22232675;CollecTRI:23671328;CollecTRI:24065704;CollecTRI:24346134;CollecTRI:8491092;CollecTRI:9099914	PMID
HNF1B	HNF4A	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:10518495;CollecTRI:11585914;CollecTRI:16479257;CollecTRI:8290348	PMID
HNF4A	HNF1B	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:15226394;CollecTRI:8622679;CollecTRI:9249021	default activation
NR3C1	SERPINE1	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10518526;CollecTRI:12902338;CollecTRI:16423881	PMID
TP53	MAP4	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10446979;CollecTRI:10521394;CollecTRI:10990460;CollecTRI:19411072;CollecTRI:8956998	PMID
DEAF1	HNRNPA2B1	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:10521432	PMID
ESR1	HRAS	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10521493	default activation
TBPL1	GTF2B	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10523649	default activation
TBPL1	GTF2A1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10523649;CollecTRI:12682363;CollecTRI:15767669;CollecTRI:24835508	default activation
MYOD1	CDKN1C	1.0	CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI	CollecTRI:10523650;CollecTRI:16405903;CollecTRI:18513743;CollecTRI:22740650;CollecTRI:25005473	PMID
MYOD1	CCNE1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:10523650;CollecTRI:11570822	PMID
MYOD1	CDK2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10523650	default activation
RELB	IL1A	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10523657	default activation
RELB	IL1B	1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10523657;CollecTRI:19122653;CollecTRI:19690169;CollecTRI:21078560	PMID
RELB	TNF	1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10523657;CollecTRI:15470505;CollecTRI:16997280;CollecTRI:17082635;CollecTRI:17646159;CollecTRI:19158276;CollecTRI:20686703;CollecTRI:21245135;CollecTRI:21562054;CollecTRI:7624137;CollecTRI:9164938	PMID
JUN	MCF2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10523665	default activation
MEF2C	JUN	1.0	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10523670;CollecTRI:10849446;CollecTRI:11158308;CollecTRI:12054430;CollecTRI:7760790;CollecTRI:9069290;CollecTRI:9252389	PMID
SPI1	ETS2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10523830	default activation
TFAP2A	CDH1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:10523846;CollecTRI:12391156;CollecTRI:12903198;CollecTRI:17224907;CollecTRI:21377456;CollecTRI:9328434;CollecTRI:9632747	PMID
MYC	CDH1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:10523846;CollecTRI:19176757;CollecTRI:23364919;CollecTRI:9632747	PMID
MYB	TOM1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10524199;CollecTRI:9135152	default activation
PAX5	PAX5	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10524622;CollecTRI:11779502;CollecTRI:17682124;CollecTRI:18172866;CollecTRI:19237549;CollecTRI:20208555;CollecTRI:21156323;CollecTRI:8650231;CollecTRI:9722295	default activation
POU4F2	PAX6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10526314	default activation
POU4F2	EPO	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10526314	default activation
TAL1	PIK3C3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10527940	default activation
STAT6	IRF1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10528163;CollecTRI:10882409	default activation
STAT6	STAT6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10528163;CollecTRI:19324016;CollecTRI:19949830;CollecTRI:23184467;CollecTRI:9548487	default activation
IRF1	STAT1	1.0	CollecTRI;HTRI_CollecTRI	CollecTRI:11909852	default activation
STAT1	IRF1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10068671;CollecTRI:10528163;CollecTRI:10666420;CollecTRI:10764778;CollecTRI:11694349;CollecTRI:11752148;CollecTRI:12077266;CollecTRI:16140971;CollecTRI:17270146;CollecTRI:17558387;CollecTRI:18401423;CollecTRI:18497060;CollecTRI:18694960;CollecTRI:19122651;CollecTRI:20825659;CollecTRI:21200019;CollecTRI:22002246;CollecTRI:24478085;CollecTRI:7678055;CollecTRI:8168491;CollecTRI:8621447;CollecTRI:8647845;CollecTRI:9218597;CollecTRI:9259325;CollecTRI:9307237;CollecTRI:9806359	PMID
HNF1A	CYP27A1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI	CollecTRI:10528998;CollecTRI:11406622	PMID
TP53	GHRHR	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10529175;CollecTRI:11852084;CollecTRI:24297337;CollecTRI:24737129	default activation
TP53	MAP2K1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10529175;CollecTRI:9724739	default activation
TP53	MAPK1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10529175;CollecTRI:11409876;CollecTRI:15928193	default activation
PPARA	UCP1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10529360;CollecTRI:10873645;CollecTRI:11050084;CollecTRI:11875072;CollecTRI:19194461	PMID
PPARG	UCP1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI	CollecTRI:10529360;CollecTRI:11829740;CollecTRI:11875072;CollecTRI:12525499;CollecTRI:12807871;CollecTRI:23554809;CollecTRI:32991581;CollecTRI:8668156	PMID
NR4A1	MEF2A	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10933397	default activation
MEF2A	NR4A1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10531067;CollecTRI:10933397;CollecTRI:10944115;CollecTRI:11046135;CollecTRI:11385620;CollecTRI:23536182	PMID
MEF2A	CABIN1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10531067;CollecTRI:10825153;CollecTRI:10933397;CollecTRI:11385620	default activation
EPAS1	VEGFA	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10531360;CollecTRI:11301389;CollecTRI:11350893;CollecTRI:11751212;CollecTRI:11912213;CollecTRI:12750296;CollecTRI:15156561;CollecTRI:15191799;CollecTRI:15192019;CollecTRI:16778202;CollecTRI:16900513;CollecTRI:16920734;CollecTRI:17322369;CollecTRI:19010893;CollecTRI:19080330;CollecTRI:20061373;CollecTRI:20574527;CollecTRI:20807755;CollecTRI:21057546;CollecTRI:21145972;CollecTRI:23213445;CollecTRI:24062466;CollecTRI:9113979;CollecTRI:9665461;CollecTRI:9746763	PMID
CEBPB	GH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10531366;CollecTRI:11414683;CollecTRI:12213825;CollecTRI:15860545;CollecTRI:17110376;CollecTRI:17129742;CollecTRI:18180320;CollecTRI:20228168;CollecTRI:21292824	default activation
FOS	CEBPB	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:8264594	default activation
CEBPB	FOS	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10531366;CollecTRI:12773552;CollecTRI:15860545;CollecTRI:18180320;CollecTRI:21292824	PMID
CEBPG	FOS	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:10531366;CollecTRI:15860545	default activation
CEBPD	GH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10531366	default activation
DNMT1	PSEN1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10533070	default activation
RUNX1	CR1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10533284;CollecTRI:10597047;CollecTRI:12220513	default activation
CEBPG	RNASE2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10534126	default activation
FOS	PRKACA	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10535756;CollecTRI:1331087;CollecTRI:1663213	default activation
SMARCA1	HBB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10535918;CollecTRI:9778250	default activation
SREBF1	GCK	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI	CollecTRI:10535992;CollecTRI:11855808;CollecTRI:15123649;CollecTRI:16380121;CollecTRI:16834571;CollecTRI:17686483;CollecTRI:19366697	PMID
NFATC4	GSK3B	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10537109	default activation
RARA	TRH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10537125	default activation
NCOR1	TRH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10537125;CollecTRI:11713232;CollecTRI:9827656	default activation
REST	AVP	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10537286;CollecTRI:12220737	regulon
ATF1	IL10	1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10540320	PMID
CREB1	IL10	1.0	CollecTRI;CytReg_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10540320;CollecTRI:12493739;CollecTRI:17202341;CollecTRI:18263767;CollecTRI:19564345;CollecTRI:21986577;CollecTRI:22116830;CollecTRI:22140263;CollecTRI:26408955	PMID
RELA	ADRA1D	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10541434	default activation
SPI1	FUT2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:10542075	default activation
PPARA	IL6	-1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10542237;CollecTRI:11007963;CollecTRI:11459775;CollecTRI:15001458;CollecTRI:16778793;CollecTRI:18325987;CollecTRI:19039651;CollecTRI:24242046	PMID
